album_id	rank_score	peak_position	week_count	date
5n1GSzC1Reao29ScnpLYqp	200	200	1	2018-12-29
6UYZEYjpN1DYRW0kqFy9ZE	199	200	3	2018-12-29
435mubtZvkoTYIPXWy3seP	198	200	11	2018-12-29
7uVimUILdzSZG4KKKWToq0	197	200	71	2018-12-29
35s58BRTGAEWztPo9WqCIs	196	196	0	2018-12-29
41GuZcammIkupMPKH2OJ6I	195	200	20	2018-12-29
6thZNGX8hUVSjUrqJgPB9b	194	194	8	2018-12-29
6i6folBtxKV28WX3msQ4FE	193	198	9	2018-12-29
1ATL5GLyefJaxhQzSPVrLX	192	200	25	2018-12-29
7ayBZIe1FHkNv0T5xFCX6F	191	200	54	2018-12-29
42eusslaYHJvhxttuMbwj9	190	190	0	2018-12-29
6trNtQUgC8cgbWcqoMYkOR	189	200	34	2018-12-29
3oXvzShPN8iY2P1UYl3WVJ	188	200	30	2018-12-29
61ulfFSmmxMhc2wCdmdMkN	187	198	80	2018-12-29
6vBGI5522jvPi0ZZuGQNp4	186	186	40	2018-12-29
7DuJYWu66RPdcekF5TuZ7w	185	185	71	2018-12-29
1qsQOC4Jn0fnaUZLAbs4dz	184	200	2	2018-12-29
68xKnVblFsSQ48CtgZT0oY	183	199	5	2018-12-29
4f8pX9Vjs9uU5aKjqDNcDO	182	199	4	2018-12-29
4iF44RCCybJtkBkMoqrLW2	181	199	3	2018-12-29
2kzkwgOFAtRsDsas5Hi0Qu	180	180	3	2018-12-29
6tkjU4Umpo79wwkgPMV3nZ	179	197	31	2018-12-29
3tx8gQqWbGwqIGZHqDNrGe	178	200	18	2018-12-29
2yXnY2NiaZk9QiJJittS81	177	197	11	2018-12-29
7gmak9ZGm10y4PtZa9SBQn	176	176	12	2018-12-29
6pmoTLfsPpn0wisT3YFJSN	175	198	15	2018-12-29
7maqqIx8xmxVYtjhQtbq98	174	174	34	2018-12-29
4KdtEKjY3Gi0mKiSdy96ML	173	200	37	2018-12-29
5xqQtdlJUY7Fg4BMp13LrX	172	196	2	2018-12-29
1lhNch5NkOONvFhRPh8qaj	171	197	81	2018-12-29
4rBIMMvhMZMa3Q0X4LRYQi	170	170	6	2018-12-29
3JfSxDfmwS5OeHPwLSkrfr	169	199	6	2018-12-29
50yFYgKdwJANZ5O9MIbMkg	167	200	12	2018-12-29
2Ti79nwTsont5ZHfdxIzAm	166	200	40	2018-12-29
1V0QZHpLMJd9b4EBLAarX1	165	165	13	2018-12-29
1kCHru7uhxBUdzkm4gzRQc	164	198	169	2018-12-29
1rJRpYs4BJ7GIDG0zZCJSM	163	175	8	2018-12-29
4kqXw1yf9EKamws0zCarGt	162	200	88	2018-12-29
3BPDSjoJlho8oiUPUNrShM	161	161	6	2018-12-29
6ApYSpXF8GxZAgBTHDzYge	160	200	26	2018-12-29
621cXqrTSSJi1WqDMSLmbL	159	199	11	2018-12-29
082VlX7cBth0o8xqDGclNn	158	199	48	2018-12-29
3IO8IPjwXuzPJnoaqkwYrj	157	200	7	2018-12-29
3T4tUhGYeRNVUGevb0wThu	156	200	94	2018-12-29
7fRrTyKvE4Skh93v97gtcU	155	177	52	2018-12-29
3HNnxK7NgLXbDoxRZxNWiR	154	200	16	2018-12-29
1WMVvswNzB9i2UMh9svso5	153	200	190	2018-12-29
4es0SCGoooYKR36713JWNz	152	196	10	2018-12-29
0t70lpfTyHEv0uuq21fhdZ	150	198	37	2018-12-29
1LAGbpQJIl1vUhpGmmnSUd	149	149	35	2018-12-29
4ZRa15xusMfr3hLWUNGBG0	148	148	0	2018-12-29
0z0z4DcXhHiobX5ZKAw8Qn	147	195	3	2018-12-29
6qRbGZqJ3aQY8N8bcHc1ug	146	198	6	2018-12-29
5s0rmjP8XOPhP6HhqOhuyC	145	197	106	2018-12-29
3uLrSFrNqa8CULSIU7e9v5	144	200	6	2018-12-29
68ic1ZsRo0DIodoDYZXcM5	143	200	8	2018-12-29
0Wmnkh4lzGy5rgkUPOjYbg	142	200	5	2018-12-29
3950MST9uRPKyh4Prv7lh1	141	200	6	2018-12-29
2aE3VcIiNPqqo4VzOXiDoR	140	140	0	2018-12-29
6kf46HbnYCZzP6rjvQHYzg	139	197	94	2018-12-29
33pt9HBdGlAbRGBHQgsZsU	138	199	78	2018-12-29
3My4DXwRjAS5HXontsJx1A	137	152	21	2018-12-29
7wfjL0ZBEycLvXzJmHF45g	136	179	16	2018-12-29
0g1F5eGVwX4Sxi1n8ojPkE	135	195	26	2018-12-29
2acDkDTWdNFie1HjcFa4Ny	134	199	19	2018-12-29
7lxHnls3yQNl8B9bILmHj7	133	200	171	2018-12-29
4Kd6niUoyuNkcLRVmThm0H	132	138	8	2018-12-29
5VdyJkLe3yvOs0l4xXbWp0	131	199	69	2018-12-29
0BwWUstDMUbgq2NYONRqlu	130	200	301	2018-12-29
1C2h7mLntPSeVYciMRTF4a	129	200	346	2018-12-29
4dPosP4Io4sDCmeiCxVHW0	128	198	5	2018-12-29
2lATw9ZAVp7ILQcOKPCPqp	127	200	17	2018-12-29
2VP96XdMOKTXefI8Nui23s	126	200	30	2018-12-29
4UNwL1B7JoymNUiTFJa52B	125	193	9	2018-12-29
6P9PZjWXoCRF5b66BafPKY	124	199	9	2018-12-29
1aeJirM3Lg9zXhVByqQGzQ	123	123	4	2018-12-29
4eLPsYPBmXABThSJ821sqY	122	200	88	2018-12-29
7fd7SEK25VS3gJAUgSwL6y	121	200	47	2018-12-29
5GMAtv4CU6GYQMo36Uuiqc	120	120	49	2018-12-29
5EEkfRgfYHiFu0lGur6Z6M	119	187	37	2018-12-29
58qdMDlJaZBYleY7Bf0gNc	118	185	12	2018-12-29
1L3jhywNGVbRmOjprKPvzj	117	117	6	2018-12-29
0RK6vpJWuCZpNWNdRJ8rpY	116	197	8	2018-12-29
15Id9Jrqab8IwHFirdrrLp	115	184	11	2018-12-29
6DEjYFkNZh67HP7R9PSZvv	114	200	58	2018-12-29
4dcJHxlOJwtyypL7sx1qch	113	113	3	2018-12-29
7dQ734EW0iLvQfF6vBFNiZ	112	132	2	2018-12-29
5wtE5aLX5r7jOosmPhJhhk	111	198	20	2018-12-29
7yf9ZJyHRbp8sHtpDKfPpt	110	198	31	2018-12-29
3TJSHb2z7Zo2K8ff8bMSik	109	186	2	2018-12-29
1uzIyRT1QxDx4fMIX0UiAE	108	178	58	2018-12-29
4jKeipwuUTjlx9USNYdhZn	107	196	553	2018-12-29
57d3sy3kp1FSfCJYwp2nvW	106	200	132	2018-12-29
4QAC6FquY8D0RXom13iE5J	105	196	107	2018-12-29
0ETFjACtuP2ADo6LFhL6HN	104	200	288	2018-12-29
6ZvDJs17O3woQirttKRYCG	102	148	13	2018-12-29
4A5q8ZjS2S7kXoixcEU81B	100	111	2	2018-12-29
6LURWtPusB5fGenqj0lbFd	99	200	14	2018-12-29
6PWXKiakqhI17mTYM4y6oY	98	197	3	2018-12-29
7zeCZY6rQRufc8IHGKyXGX	97	198	9	2018-12-29
6FjK2XLQJloz36NgRciCHv	96	172	14	2018-12-29
0iU6k5p5NFNbAc1MOFMusJ	95	197	12	2018-12-29
6X1x82kppWZmDzlXXK3y3q	94	200	303	2018-12-29
1zUY4PAFrNUOCeaEBrEHzh	93	200	424	2018-12-29
733e1ZfktLSwj96X5rsMeE	92	200	69	2018-12-29
63MKT9hwmiMFFdFp5SdB1p	91	200	44	2018-12-29
5f34GtT1lzD6MVCTZcffNh	90	200	36	2018-12-29
2vD3zSQr8hNlg0obNel4TE	89	200	49	2018-12-29
2lKNtQvCX966OIbIdn14TW	88	141	45	2018-12-29
0LvrjOn7CrNSs0jVUvrgVy	87	199	74	2018-12-29
4LH4d3cOWNNsVw41Gqt2kv	86	200	940	2018-12-29
3cQO7jp5S9qLBoIVtbkSM1	85	200	188	2018-12-29
2DjfazR5N3TgXBQ7oVALA1	83	199	11	2018-12-29
1KOmHyNLuOe5YrPhD3Juuf	81	200	63	2018-12-29
4PgleR09JVnm3zY1fW3XBA	80	199	109	2018-12-29
1uG9cIT7IRuq9NqFvKFUsI	79	190	319	2018-12-29
1Gtf2hZQlOGVER16uemmzR	78	191	543	2018-12-29
3ZQZrCJHXZ1G6EYxzYGhuA	77	154	61	2018-12-29
76290XdXVF9rPzGdNRWdCh	76	198	80	2018-12-29
1Li4rADxSxjT2g4xqUcMYh	75	199	59	2018-12-29
2D0Hi3Jj6RFnpWDcSa0Otu	74	200	27	2018-12-29
40GMAhriYJRO1rsY4YdrZb	73	200	138	2018-12-29
5L0e8X6Mf9lfjs2miK2WUB	72	199	85	2018-12-29
214f4uAY0p2KgY7Fl4fBgk	71	197	19	2018-12-29
3q6Bz38jmqRDkXI7j5Hb9Y	70	199	298	2018-12-29
4w5Jvreahp3yvLqc4vCr9I	69	200	67	2018-12-29
6nxDQi0FeEwccEPJeNySoS	68	199	325	2018-12-29
4Wv5UAieM1LDEYVq5WmqDd	66	200	35	2018-12-29
77dNyQA0z8dV33M4so4eRY	64	170	256	2018-12-29
5TjDN2hfsgNWVtP8Ew56Xx	63	196	11	2018-12-29
0V59zTtkUXNwrrLkzlGXTK	62	162	12	2018-12-29
7mXg4fLJHmmnjAahH15Wsj	61	177	10	2018-12-29
7GjG91tyHQNGEHzKJaqOi0	60	200	81	2018-12-29
7hwhuEQT4Fp5bzwLlYZtiz	59	200	50	2018-12-29
1xn54DMo2qIqBuMqHtUsFd	58	200	235	2018-12-29
6ee8lju8zGwQ6Pkr5tZSts	57	194	34	2018-12-29
0DB01cPUt66gHPLL1JcdQq	56	174	9	2018-12-29
2ODvWsOgouMbaA5xf0RkJe	55	200	108	2018-12-29
3fc97ZWLIMc1xawhxbKrh2	54	198	14	2018-12-29
1lXY618HWkwYKJWBRYR4MK	53	200	92	2018-12-29
3No96PtEFyRfX1oELmZTPu	52	52	2	2018-12-29
4TOkZvtqNpg5UHyGxCn0mS	51	188	26	2018-12-29
58icpaZ35NuKczovWzvZeF	50	172	20	2018-12-29
52JymrguPgkmmwLaWIusst	49	197	6	2018-12-29
4tCZ22E9RnUz09OaDJfaoO	48	187	14	2018-12-29
7viNUmZZ8ztn2UB4XB3jIL	47	200	211	2018-12-29
0SukGZiXMtmsZoxstkBtNR	46	194	17	2018-12-29
6pZj4nvx6lV3ulIK3BSjvs	45	199	109	2018-12-29
48rypPDKdKiusMXKaYcEGV	44	198	23	2018-12-29
748dZDqSZy6aPXKcI9H80u	43	199	321	2018-12-29
6lggWd5q9Rh66OkDE1eNDr	42	172	9	2018-12-29
3EwMFeUkcp36t9IVJ8d54q	41	184	6	2018-12-29
3I9Z1nDCL4E0cP62flcbI5	40	200	202	2018-12-29
2uEf3r9i2bnxwJQsxQ0xQ7	39	200	404	2018-12-29
7nXJ5k4XgRj5OLg9m8V3zc	38	200	125	2018-12-29
7f6xPqyaolTiziKf5R5Z0c	37	197	21	2018-12-29
6twKQ0EsUJHVlAr6XBylrj	36	200	153	2018-12-29
6MTPPsqX8KnmDWmnQmbxJ5	35	183	97	2018-12-29
0CuYNS755Ow710G2E7aLDE	34	191	50	2018-12-29
6mUdeDZCsExyJLMdAfDuwh	33	197	338	2018-12-29
3RRcYI9ZM3nOiIo3bzaLeJ	32	193	256	2018-12-29
2Kh43m04B1UkVcpcRa1Zug	31	200	514	2018-12-29
1yGbNOtRIgdIiGHOEBaZWf	30	200	210	2018-12-29
42WVQWuf1teDysXiOupIZt	29	200	120	2018-12-29
1n0HXc9hE2qU4T2XdiPaOn	28	96	7	2018-12-29
3zak0kNLcOY5vFcB3Ipskp	27	198	60	2018-12-29
01sfgrNbnnPUEyz6GZYlt9	26	174	77	2018-12-29
2QRrrjJcbfHSx79HbXLpdl	25	130	40	2018-12-29
14hC5eBiPUxdPa90eCzwrR	24	198	21	2018-12-29
1DILNh7maaYyKxe15V9xLq	23	23	2	2018-12-29
24fkX2Gdqw4a6pR9BUYbE5	22	199	35	2018-12-29
7vEJAtP3KgKSpOHVgwm3Eh	21	200	347	2018-12-29
3OZgEywV4krCZ814pTJWr7	20	199	128	2018-12-29
0P3oVJBFOv3TDXlYRhGL7s	19	200	173	2018-12-29
5nQhqsmAirtZqHID6tkcnh	18	194	31	2018-12-29
1azUkThwd2HfUDdeNeT147	17	200	394	2018-12-29
4A2NkqIDg3izF2Kk8Xo6uB	16	159	3	2018-12-29
5xQ0KM8XKMArNsfwlzdkrv	15	15	0	2018-12-29
2Lgsa7jbu86SK5zJVFCh3S	14	200	253	2018-12-29
7gmak9ZGm10y4PtZa9SBQn	13	169	62	2018-12-29
4zbMionGv9W33xjQfoMyuo	11	11	0	2018-12-29
6QaVfG1pHYl1z15ZxkvVDW	10	200	223	2018-12-29
4CzT5ueFBRpbILw34HQYxi	9	200	119	2018-12-29
5ZwH7KH8Zw0m76hYwANMos	8	194	32	2018-12-29
5XRCcUfwtLNQflDd9cfz4U	7	197	7	2018-12-29
34GQP3dILpyCN018y2k61L	6	198	8	2018-12-29
51wp3EOOp2mBIjhZjR7W0i	5	199	70	2018-12-29
3xybjP7r2VsWzwvDQipdM0	4	176	66	2018-12-29
4UlGauD7ROb3YbVOFMgW5u	3	200	152	2018-12-29
1qsQOC4Jn0fnaUZLAbs4dz	200	200	1	2018-12-22
6UYZEYjpN1DYRW0kqFy9ZE	199	200	2	2018-12-22
7uVimUILdzSZG4KKKWToq0	198	200	70	2018-12-22
435mubtZvkoTYIPXWy3seP	197	200	10	2018-12-22
5xqQtdlJUY7Fg4BMp13LrX	196	196	0	2018-12-22
41GuZcammIkupMPKH2OJ6I	195	200	19	2018-12-22
3magaLME88Nwqz6ODcKJG9	194	194	0	2018-12-22
4f8pX9Vjs9uU5aKjqDNcDO	193	199	3	2018-12-22
4iF44RCCybJtkBkMoqrLW2	192	199	2	2018-12-22
1ATL5GLyefJaxhQzSPVrLX	191	200	24	2018-12-22
6thZNGX8hUVSjUrqJgPB9b	190	194	7	2018-12-22
7ayBZIe1FHkNv0T5xFCX6F	189	200	53	2018-12-22
6i6folBtxKV28WX3msQ4FE	188	198	8	2018-12-22
6trNtQUgC8cgbWcqoMYkOR	187	200	33	2018-12-22
3TJSHb2z7Zo2K8ff8bMSik	186	186	0	2018-12-22
3oXvzShPN8iY2P1UYl3WVJ	185	200	29	2018-12-22
61ulfFSmmxMhc2wCdmdMkN	184	198	79	2018-12-22
6vBGI5522jvPi0ZZuGQNp4	183	183	39	2018-12-22
68xKnVblFsSQ48CtgZT0oY	182	199	4	2018-12-22
7DuJYWu66RPdcekF5TuZ7w	181	181	70	2018-12-22
6tkjU4Umpo79wwkgPMV3nZ	180	197	30	2018-12-22
2yXnY2NiaZk9QiJJittS81	179	197	10	2018-12-22
3tx8gQqWbGwqIGZHqDNrGe	178	200	17	2018-12-22
2Ti79nwTsont5ZHfdxIzAm	177	200	39	2018-12-22
50yFYgKdwJANZ5O9MIbMkg	176	200	11	2018-12-22
0z0z4DcXhHiobX5ZKAw8Qn	175	195	2	2018-12-22
7gmak9ZGm10y4PtZa9SBQn	174	174	11	2018-12-22
4KdtEKjY3Gi0mKiSdy96ML	172	200	36	2018-12-22
1rJRpYs4BJ7GIDG0zZCJSM	171	175	7	2018-12-22
1lhNch5NkOONvFhRPh8qaj	170	197	80	2018-12-22
6pmoTLfsPpn0wisT3YFJSN	169	198	14	2018-12-22
7maqqIx8xmxVYtjhQtbq98	168	168	33	2018-12-22
3JfSxDfmwS5OeHPwLSkrfr	167	199	5	2018-12-22
3IO8IPjwXuzPJnoaqkwYrj	166	200	6	2018-12-22
4rBIMMvhMZMa3Q0X4LRYQi	165	165	5	2018-12-22
7fRrTyKvE4Skh93v97gtcU	164	177	51	2018-12-22
1V0QZHpLMJd9b4EBLAarX1	163	163	12	2018-12-22
6qRbGZqJ3aQY8N8bcHc1ug	162	198	5	2018-12-22
3HNnxK7NgLXbDoxRZxNWiR	161	200	15	2018-12-22
4kqXw1yf9EKamws0zCarGt	160	200	87	2018-12-22
3BPDSjoJlho8oiUPUNrShM	159	159	5	2018-12-22
4es0SCGoooYKR36713JWNz	158	196	9	2018-12-22
1kCHru7uhxBUdzkm4gzRQc	157	198	168	2018-12-22
68ic1ZsRo0DIodoDYZXcM5	156	200	7	2018-12-22
082VlX7cBth0o8xqDGclNn	155	199	47	2018-12-22
3T4tUhGYeRNVUGevb0wThu	154	200	93	2018-12-22
6ApYSpXF8GxZAgBTHDzYge	153	200	25	2018-12-22
5s0rmjP8XOPhP6HhqOhuyC	152	197	105	2018-12-22
2kzkwgOFAtRsDsas5Hi0Qu	151	153	2	2018-12-22
0Wmnkh4lzGy5rgkUPOjYbg	149	200	4	2018-12-22
2acDkDTWdNFie1HjcFa4Ny	148	199	18	2018-12-22
1LAGbpQJIl1vUhpGmmnSUd	147	148	34	2018-12-22
621cXqrTSSJi1WqDMSLmbL	146	199	10	2018-12-22
5VdyJkLe3yvOs0l4xXbWp0	145	199	68	2018-12-22
1WMVvswNzB9i2UMh9svso5	144	200	189	2018-12-22
0t70lpfTyHEv0uuq21fhdZ	143	198	36	2018-12-22
6kf46HbnYCZzP6rjvQHYzg	142	197	93	2018-12-22
2VP96XdMOKTXefI8Nui23s	141	200	29	2018-12-22
3My4DXwRjAS5HXontsJx1A	140	152	20	2018-12-22
0EVgPaKOC8o9JFVpKLMSoz	139	139	0	2018-12-22
4Kd6niUoyuNkcLRVmThm0H	138	138	7	2018-12-22
7wfjL0ZBEycLvXzJmHF45g	137	179	15	2018-12-22
33pt9HBdGlAbRGBHQgsZsU	136	199	77	2018-12-22
0g1F5eGVwX4Sxi1n8ojPkE	135	195	25	2018-12-22
3950MST9uRPKyh4Prv7lh1	134	200	5	2018-12-22
6PWXKiakqhI17mTYM4y6oY	133	197	2	2018-12-22
7dQ734EW0iLvQfF6vBFNiZ	132	132	0	2018-12-22
7lxHnls3yQNl8B9bILmHj7	131	200	170	2018-12-22
6P9PZjWXoCRF5b66BafPKY	130	199	8	2018-12-22
4UNwL1B7JoymNUiTFJa52B	129	193	8	2018-12-22
5wtE5aLX5r7jOosmPhJhhk	128	198	19	2018-12-22
7fd7SEK25VS3gJAUgSwL6y	127	200	46	2018-12-22
0RK6vpJWuCZpNWNdRJ8rpY	126	197	7	2018-12-22
5EEkfRgfYHiFu0lGur6Z6M	125	187	36	2018-12-22
15Id9Jrqab8IwHFirdrrLp	124	184	10	2018-12-22
4eLPsYPBmXABThSJ821sqY	123	200	87	2018-12-22
1aeJirM3Lg9zXhVByqQGzQ	122	122	3	2018-12-22
7yf9ZJyHRbp8sHtpDKfPpt	121	198	30	2018-12-22
6DEjYFkNZh67HP7R9PSZvv	120	200	57	2018-12-22
2lATw9ZAVp7ILQcOKPCPqp	119	200	16	2018-12-22
0BwWUstDMUbgq2NYONRqlu	118	200	300	2018-12-22
5GMAtv4CU6GYQMo36Uuiqc	117	117	48	2018-12-22
0iU6k5p5NFNbAc1MOFMusJ	116	197	11	2018-12-22
0J6Ujzcx1ladoPha3cFQCE	115	115	0	2018-12-22
2DjfazR5N3TgXBQ7oVALA1	114	199	10	2018-12-22
6FjK2XLQJloz36NgRciCHv	112	172	13	2018-12-22
4A5q8ZjS2S7kXoixcEU81B	111	111	0	2018-12-22
733e1ZfktLSwj96X5rsMeE	110	200	68	2018-12-22
1uzIyRT1QxDx4fMIX0UiAE	109	178	57	2018-12-22
4dPosP4Io4sDCmeiCxVHW0	108	198	4	2018-12-22
1KOmHyNLuOe5YrPhD3Juuf	107	200	62	2018-12-22
4QAC6FquY8D0RXom13iE5J	106	196	106	2018-12-22
2vD3zSQr8hNlg0obNel4TE	105	200	48	2018-12-22
63MKT9hwmiMFFdFp5SdB1p	104	200	43	2018-12-22
1L3jhywNGVbRmOjprKPvzj	103	117	5	2018-12-22
58qdMDlJaZBYleY7Bf0gNc	102	185	11	2018-12-22
6X1x82kppWZmDzlXXK3y3q	101	200	302	2018-12-22
1C2h7mLntPSeVYciMRTF4a	100	200	345	2018-12-22
5eDLHSsctG7CccVeYSTLeh	99	194	7	2018-12-22
1zUY4PAFrNUOCeaEBrEHzh	98	200	423	2018-12-22
3ZQZrCJHXZ1G6EYxzYGhuA	97	154	60	2018-12-22
1Li4rADxSxjT2g4xqUcMYh	96	199	58	2018-12-22
0V59zTtkUXNwrrLkzlGXTK	95	162	11	2018-12-22
76290XdXVF9rPzGdNRWdCh	94	198	79	2018-12-22
214f4uAY0p2KgY7Fl4fBgk	93	197	18	2018-12-22
2lKNtQvCX966OIbIdn14TW	92	141	44	2018-12-22
2CEyisD97usC5nVY8yW16p	91	91	0	2018-12-22
40GMAhriYJRO1rsY4YdrZb	89	200	137	2018-12-22
5f34GtT1lzD6MVCTZcffNh	88	200	35	2018-12-22
52JymrguPgkmmwLaWIusst	87	197	5	2018-12-22
0LvrjOn7CrNSs0jVUvrgVy	86	199	73	2018-12-22
7hwhuEQT4Fp5bzwLlYZtiz	85	200	49	2018-12-22
0ETFjACtuP2ADo6LFhL6HN	84	200	287	2018-12-22
4dcJHxlOJwtyypL7sx1qch	83	83	2	2018-12-22
58icpaZ35NuKczovWzvZeF	81	172	19	2018-12-22
2D0Hi3Jj6RFnpWDcSa0Otu	80	200	26	2018-12-22
1uG9cIT7IRuq9NqFvKFUsI	79	190	318	2018-12-22
6LURWtPusB5fGenqj0lbFd	78	200	13	2018-12-22
4jKeipwuUTjlx9USNYdhZn	77	196	552	2018-12-22
4Wv5UAieM1LDEYVq5WmqDd	76	200	34	2018-12-22
3EwMFeUkcp36t9IVJ8d54q	75	184	5	2018-12-22
19CvkGjYpifkdwgVJSbog2	73	73	0	2018-12-22
4PgleR09JVnm3zY1fW3XBA	71	199	108	2018-12-22
3fc97ZWLIMc1xawhxbKrh2	70	198	13	2018-12-22
1Gtf2hZQlOGVER16uemmzR	69	191	542	2018-12-22
6ee8lju8zGwQ6Pkr5tZSts	68	194	33	2018-12-22
4TOkZvtqNpg5UHyGxCn0mS	67	188	25	2018-12-22
1lXY618HWkwYKJWBRYR4MK	66	200	91	2018-12-22
0SukGZiXMtmsZoxstkBtNR	65	194	16	2018-12-22
7GjG91tyHQNGEHzKJaqOi0	64	200	80	2018-12-22
2ODvWsOgouMbaA5xf0RkJe	63	200	107	2018-12-22
4tCZ22E9RnUz09OaDJfaoO	62	187	13	2018-12-22
57d3sy3kp1FSfCJYwp2nvW	61	200	131	2018-12-22
3cQO7jp5S9qLBoIVtbkSM1	60	200	187	2018-12-22
4w5Jvreahp3yvLqc4vCr9I	59	200	66	2018-12-22
50FL6Vavo5CtZ1S9QQSJeO	58	58	2	2018-12-22
0CuYNS755Ow710G2E7aLDE	57	191	49	2018-12-22
6nxDQi0FeEwccEPJeNySoS	56	199	324	2018-12-22
3q6Bz38jmqRDkXI7j5Hb9Y	55	199	297	2018-12-22
1xn54DMo2qIqBuMqHtUsFd	53	200	234	2018-12-22
6lggWd5q9Rh66OkDE1eNDr	51	172	8	2018-12-22
77dNyQA0z8dV33M4so4eRY	50	170	255	2018-12-22
7zeCZY6rQRufc8IHGKyXGX	49	198	8	2018-12-22
3zak0kNLcOY5vFcB3Ipskp	48	198	59	2018-12-22
7viNUmZZ8ztn2UB4XB3jIL	47	200	210	2018-12-22
01sfgrNbnnPUEyz6GZYlt9	46	174	76	2018-12-22
6MTPPsqX8KnmDWmnQmbxJ5	45	183	96	2018-12-22
6pZj4nvx6lV3ulIK3BSjvs	44	199	108	2018-12-22
0DB01cPUt66gHPLL1JcdQq	42	174	8	2018-12-22
42WVQWuf1teDysXiOupIZt	41	200	119	2018-12-22
5L0e8X6Mf9lfjs2miK2WUB	40	199	84	2018-12-22
34GQP3dILpyCN018y2k61L	39	198	7	2018-12-22
5XRCcUfwtLNQflDd9cfz4U	38	197	6	2018-12-22
3No96PtEFyRfX1oELmZTPu	37	37	0	2018-12-22
1yGbNOtRIgdIiGHOEBaZWf	36	200	209	2018-12-22
2QRrrjJcbfHSx79HbXLpdl	35	130	39	2018-12-22
7mXg4fLJHmmnjAahH15Wsj	34	177	9	2018-12-22
0P3oVJBFOv3TDXlYRhGL7s	33	200	172	2018-12-22
3OZgEywV4krCZ814pTJWr7	32	199	127	2018-12-22
748dZDqSZy6aPXKcI9H80u	31	199	320	2018-12-22
7f6xPqyaolTiziKf5R5Z0c	30	197	20	2018-12-22
4LH4d3cOWNNsVw41Gqt2kv	29	200	939	2018-12-22
66at85wgO2pu5CccvqUF6i	28	184	2	2018-12-22
3I9Z1nDCL4E0cP62flcbI5	27	200	201	2018-12-22
6twKQ0EsUJHVlAr6XBylrj	26	200	152	2018-12-22
3xybjP7r2VsWzwvDQipdM0	25	176	65	2018-12-22
1n0HXc9hE2qU4T2XdiPaOn	24	96	6	2018-12-22
4UlGauD7ROb3YbVOFMgW5u	23	200	151	2018-12-22
51wp3EOOp2mBIjhZjR7W0i	22	199	69	2018-12-22
4hTM8jZ8DCCqglmZUDMSPz	21	157	8	2018-12-22
5TjDN2hfsgNWVtP8Ew56Xx	20	196	10	2018-12-22
48rypPDKdKiusMXKaYcEGV	19	198	22	2018-12-22
2uEf3r9i2bnxwJQsxQ0xQ7	18	200	403	2018-12-22
4s05NbwGgw5SO42AdsN5Oo	17	179	68	2018-12-22
5nQhqsmAirtZqHID6tkcnh	16	194	30	2018-12-22
2Kh43m04B1UkVcpcRa1Zug	15	200	513	2018-12-22
6mUdeDZCsExyJLMdAfDuwh	14	197	337	2018-12-22
3N7eWDCvfWv34xWNohdHjO	13	175	30	2018-12-22
08jWgM4vSkTose4blKBWov	11	199	235	2018-12-22
4CzT5ueFBRpbILw34HQYxi	10	200	118	2018-12-22
3RRcYI9ZM3nOiIo3bzaLeJ	9	193	255	2018-12-22
1DILNh7maaYyKxe15V9xLq	8	8	0	2018-12-22
03AdJ15pTDdmxry6qkKwlO	7	166	13	2018-12-22
5IYvKd22yQkJRfoIStesbX	6	196	19	2018-12-22
1VAc77UvK5wj8ZSWCo3V2b	5	198	50	2018-12-22
1azUkThwd2HfUDdeNeT147	4	200	393	2018-12-22
6BsJaQiuPWfXwytfZXQBLm	3	167	3	2018-12-22
1NkCbzb5GYIdcZwwbxb5PC	2	191	19	2018-12-22
7vEJAtP3KgKSpOHVgwm3Eh	1	200	346	2018-12-22
6UYZEYjpN1DYRW0kqFy9ZE	200	200	1	2018-12-15
4iF44RCCybJtkBkMoqrLW2	199	199	0	2018-12-15
4f8pX9Vjs9uU5aKjqDNcDO	198	199	2	2018-12-15
6PWXKiakqhI17mTYM4y6oY	197	197	0	2018-12-15
7uVimUILdzSZG4KKKWToq0	196	200	69	2018-12-15
0z0z4DcXhHiobX5ZKAw8Qn	195	195	0	2018-12-15
435mubtZvkoTYIPXWy3seP	194	200	9	2018-12-15
41GuZcammIkupMPKH2OJ6I	193	200	18	2018-12-15
6i6folBtxKV28WX3msQ4FE	192	198	7	2018-12-15
6thZNGX8hUVSjUrqJgPB9b	191	194	6	2018-12-15
1ATL5GLyefJaxhQzSPVrLX	190	200	23	2018-12-15
7ayBZIe1FHkNv0T5xFCX6F	189	200	52	2018-12-15
3oXvzShPN8iY2P1UYl3WVJ	188	200	28	2018-12-15
6trNtQUgC8cgbWcqoMYkOR	187	200	32	2018-12-15
61ulfFSmmxMhc2wCdmdMkN	186	198	78	2018-12-15
2yXnY2NiaZk9QiJJittS81	185	197	9	2018-12-15
66at85wgO2pu5CccvqUF6i	184	184	0	2018-12-15
3tx8gQqWbGwqIGZHqDNrGe	183	200	16	2018-12-15
50yFYgKdwJANZ5O9MIbMkg	182	200	10	2018-12-15
6vBGI5522jvPi0ZZuGQNp4	181	181	38	2018-12-15
3IO8IPjwXuzPJnoaqkwYrj	180	200	5	2018-12-15
68xKnVblFsSQ48CtgZT0oY	179	199	3	2018-12-15
6pmoTLfsPpn0wisT3YFJSN	178	198	13	2018-12-15
